Date,BillNo,Description,Qty,Rate,Gross Amnt,Discount,Net Amnt
10/5/2074,SI5371,Amrit soyabean 1 ltr,1,115,115,,115
10/5/2074,SI5371,Hnd mix masala 50gm,1,22,22,,22
10/5/2074,SI5371,Sugar 1 kg,1,84,84,,84
10/5/2074,SI5371,Amrit soyabean 1/2,1,58,58,,58
10/5/2074,SI5371,Hnd chilly powder 50gm,1,25,25,,25
10/5/2074,SI5372,],5,25,125,,125
10/5/2074,SI5372,Jumbo bread,1,60,60,,60
10/5/2074,SI5373,Lwang suku mix 50gm,1,100,100,,100
10/5/2074,SI5374,Sachin Seto till 500gm,1,170,170,,170
10/5/2074,SI5375,Good day kaju 200gm,1,75,75,,75
10/5/2074,SI5375,Real litchi 1ltr,1,210,210,,210
10/5/2074,SI5376,Sabji Masala 100gm,1,52,52,,52
10/5/2074,SI5377,Mr.white 2X active power   1 kg,2,135,270,,270
10/5/2074,SI5377,Wheel ok,12,20,240,,240
10/5/2074,SI5377,ruchi Nutrela 200gm,1,64,64,,64
10/5/2074,SI5377,Choclairs 196gm,1,112,112,,112
10/5/2074,SI5377,Dairy milk chocolate 60gm,1,130,130,,130
10/5/2074,SI5377,Milk Bikis cream 200g,3,45,135,,135
10/5/2074,SI5377,Pears pure and gentle 125 gm,1,93,93,,93
10/5/2074,SI5377,Colin 250ml small,1,80,80,,80
10/5/2074,SI5377,Vimbar(95gm),12,8,96,,96
10/5/2074,SI5378,Sugar 1 kg,5,84,420,,420
10/5/2074,SI5379,Red bull cash full 250ml,1,75,75,,75
10/5/2074,SI5379,bournvita cruncies cookies 120g,1,50,50,,50
10/5/2074,SI5380,Saffola active vegetable oil 1 ltr,2,210,420,,420
10/5/2074,SI5381,Indica 10 min 2 in 1,1,68,68,,68
10/5/2074,SI5381,Godrej expert burgundy 4.16 20gm+20ml,1,48,48,,48
10/5/2074,SI5381,Axe africa 150ml,1,230,230,,230
10/5/2074,SI5382,Punjabi tadka 200gm,1,100,100,,100
10/5/2074,SI5383,Britania Suji toast 170gm,1,60,60,,60
10/5/2074,SI5384,Lwang suku mix 50gm,1,100,100,,100
10/5/2074,SI5384,Odonil rose 50gm,1,63,63,,63
10/5/2074,SI5384,Dettol re energize hand wash 225ml,1,135,135,,135
10/5/2074,SI5384,Happydent white XYLIT,1,10,10,,10
10/5/2074,SI5384,Loli Pops evolution cho,1,15,15,,15
10/5/2074,SI5385,Bambino macaroni  450gm,1,100,100,,100
10/5/2074,SI5385,Tiger 1 kg chowmin,1,130,130,,130
10/5/2074,SI5386,Bajaj kailash oil 100ml,1,95,95,,95
10/5/2074,SI5387,Cabuli chana sano 500 gm,1,108,108,,108
10/5/2074,SI5387,Rahar ko nonpolish(1kg),1,230,230,,230
10/5/2074,SI5387,Mash ko daal (Non-Polish)1 kg,1,260,260,,260
10/5/2074,SI5387,Moong daal 200gm,1,90,90,,90
10/5/2074,SI5387,sano kwrau(500gm),1,75,75,,75
10/5/2074,SI5387,Hnd turmeric pouder 200 gm,1,75,75,,75
10/5/2074,SI5388,Nebico choco bite 70gm full pkt,1,85,85,,85
10/5/2074,SI5389,Garnier brown 4 107.5gm,1,270,270,,270
10/5/2074,SI5389,Streax 7.3 honey blande small,1,85,85,,85
10/5/2074,SI5390,Soya chuks,1,35,35,,35
10/5/2074,SI5390,Chilli Sauce 400 gm,1,155,155,,155
10/5/2074,SI5390,Colgate charcoal deep clean 140gm,1,178,178,,178
10/5/2074,SI5390,Pepsodent herbal 175 gm,1,80,80,,80
10/5/2074,SI5390,Yeti green tea 100gm,1,245,245,,245
10/5/2074,SI5390,Soft touch 1 pc,2,75,150,,150
10/5/2074,SI5391,Oreo golden 50gm,6,20,120,,120
10/5/2074,SI5392,Original horlicks 500g box,1,325,325,,325
10/5/2074,SI5392,Lays amercan style cream & onion 89gm,1,70,70,,70
10/5/2074,SI5392,Whisper ultra clean 15 pads,1,225,225,,225
10/5/2074,SI5392,Chilli Sauce 400 gm,1,155,155,,155
10/5/2074,SI5392,Stay free secure dry 8 pads new,2,60,120,,120
10/5/2074,SI5392,Pepsodent herbal 175 gm,1,80,80,,80
10/5/2074,SI5392,Cinthol deo 3 pc 225 gm,1,140,140,,140
10/5/2074,SI5392,Soft touch 1 pc,2,75,150,,150
10/5/2074,SI5392,Fortune sun flower 1ltr,1,230,230,,230
10/5/2074,SI5393,Oreo vanila 50gm,1,20,20,,20
10/5/2074,SI5393,Lays amercan style cream & onion 89gm,1,70,70,,70
10/5/2074,SI5393,Furundana,1,160,160,,160
10/5/2074,SI5393,Exo safari,2,37,74,,74
10/5/2074,SI5393,Eco Cycle agarbathies 280gm,1,200,200,,200
10/5/2074,SI5393,Druk green Chilliy sauce 200 gm,1,50,50,,50
10/5/2074,SI5393,Druk tomato chilli sause 500gm,1,140,140,,140
10/5/2074,SI5393,Mix 130gm,2,35,70,,70
10/5/2074,SI5393,Dabur honey 500gm,1,325,325,,325
10/5/2074,SI5393,Sakhar 1/2kg,1,65,65,,65
10/5/2074,SI5393,Ramro Royale Frity Bite 85 gm,1,45,45,,45
10/5/2074,SI5394,Kaju 100g,1,170,170,,170
10/5/2074,SI5394,Cococola 2.25ltr,1,180,180,,180
10/5/2074,SI5394,Pesta 100gm,1,170,170,,170
10/5/2074,SI5394,R. vodka 750ml,1,1150,1150,,1150
10/5/2074,SI5395,Fortune soya health 1ltr,1,135,135,,135
10/5/2074,SI5396,Oreo vanila 50gm,1,20,20,,20
10/5/2074,SI5397,Cabuli chana sano 500 gm,1,108,108,,108
10/5/2074,SI5397,Tej patta 25g,1,20,20,,20
10/5/2074,SI5397,Potato panipuri 500gm,1,135,135,,135
10/5/2074,SI5397,Seelam 100g,1,40,40,,40
10/5/2074,SI5397,Garam masala 50g,1,50,50,,50
10/5/2074,SI5398,Amrit soyabean 1 ltr,2,115,230,,230
10/5/2074,SI5398,Sugar 1 kg,2,84,168,,168
10/5/2074,SI5399,Original horlicks 500g box,1,325,325,,325
10/5/2074,SI5399,Khapse 200gm,1,70,70,,70
10/5/2074,SI5399,Sunsilk black 350 ml,1,255,255,,255
10/5/2074,SI5400,Taichin 1kg,1,120,120,,120
10/5/2074,SI5400,Bhuja Big,1,45,45,,45
10/5/2074,SI5401,Mangaldeep agarbatti rose 25 stk,5,25,125,,125
10/5/2074,SI5402,Jabsons Gulab jam ras 1000 gm,1,415,415,,415
10/5/2074,SI5402,Sugar free soan  papadi,1,165,165,,165
10/5/2074,SI5403,Nanglo puff,1,60,60,,60
10/5/2074,SI5403,Fragata olive oil 250ml,1,275,275,,275
10/5/2074,SI5403,Musuro Nepali 1kg,1,165,165,,165
10/5/2074,SI5404,Dhara pure mustard oil 1 ltr,1,205,205,,205
10/5/2074,SI5405,Jali brush  big,3,10,30,,30
10/5/2074,SI5405,Dhara pure mustard oil 1 ltr,1,205,205,,205
10/5/2074,SI5406,Pringles BBQ 181gm,1,275,275,,275
10/5/2074,SI5407,Vaseline original 60gm,1,90,90,,90
10/5/2074,SI5407,Amul Kool kesar flavour 2ml,1,55,55,,55
10/5/2074,SI5408,Rahar ko nonpolish(1kg),1,230,230,,230
10/5/2074,SI5408,Mash ko daal (NonPollish)500gm,1,130,130,,130
10/5/2074,SI5408,Mung daal 1/2 kg,2,90,180,,180
10/5/2074,SI5408,Mung daal 1kg,1,180,180,,180
10/5/2074,SI5408,Musuro Nepali 1kg,1,165,165,,165
10/5/2074,SI5409,Kitkat 26.3g,1,40,40,,40
10/5/2074,SI5409,Chogada yellow 200gm,1,40,40,,40
10/5/2074,SI5410,Nutri natural Instant oatmeal 800gm,1,295,295,,295
10/5/2074,SI5411,Real apple 1 ltr,1,200,200,,200
10/5/2074,SI5411,Jumbo bread,1,70,70,,70
10/5/2074,SI5411,kinder joy for girls,1,70,70,,70
10/5/2074,SI5411,Real apple 200gm,1,25,25,,25
10/5/2074,SI5412,Jumbo bread,1,70,70,,70
10/5/2074,SI5412,Dogonut,1,75,75,,75
10/5/2074,SI5412,Mac coffee original 50gm,1,180,180,,180
10/5/2074,SI5413,Darling love candy 250gm,1,95,95,,95
10/5/2074,SI5413,Corazone love candy 150gm,1,65,65,,65
10/5/2074,SI5414,Dahi 1000ml,1,120,120,,120
10/5/2074,SI5414,clinic plus 340ml,1,205,205,,205
10/5/2074,SI5414,Potato chips 100gm,1,50,50,,50
10/5/2074,SI5415,Old durbar black chimney 750ml,1,2375,2375,,2375
10/5/2074,SI5416,Pearl sona 30kg,1,1450,1450,,1450
10/5/2074,SI5416,No 1 soap aloe vera & white lily 75g,1,18,18,,18
10/5/2074,SI5417,Sugar 1 kg,4,84,336,,336
10/5/2074,SI5418,Tarai taichin 1kg,1,70,70,,70
10/5/2074,SI5418,Bhuja Big,1,45,45,,45
10/5/2074,SI5418,Bhujia 200g,1,85,85,,85
10/5/2074,SI5418,Sugar 1 kg,2,84,168,,168
10/5/2074,SI5419,Plain bhujia 200g,2,85,170,,170
10/5/2074,SI5419,Kismiss yellow 100gm,1,32,32,,32
10/5/2074,SI5420,Vaseline body lotion 200ml,1,220,220,,220
10/5/2074,SI5420,Makhana 100gm,1,85,85,,85
10/5/2074,SI5421,Oral B pro health brush,1,110,110,,110
10/5/2074,SI5422,Cococola 2.25ltr,1,180,180,,180
10/5/2074,SI5423,Tuborg 650ml,1,270,270,,270
10/5/2074,SI5423,Jumbo bread,1,70,70,,70
10/5/2074,SI5423,Exo Dish wash 500gm,1,80,80,,80
10/5/2074,SI5423,Victory Cumin 500gm,1,255,255,,255
10/5/2074,SI5423,Coriander powder 500gm,1,220,220,,220
10/5/2074,SI5423,Saccchamoti sabudana 200gm,1,48,48,,48
10/5/2074,SI5423,Chana thulo 1 kg,1,175,175,,175
10/5/2074,SI5423,Pearl jeera 25kg,1,1675,1675,,1675
10/5/2074,SI5424,R. vodka 375ml,1,580,580,,580
10/5/2074,SI5425,Rahar ko nonpolish(1kg),1,230,230,,230
10/5/2074,SI5425,Good day choco chips 150gm,1,80,80,,80
10/5/2074,SI5425,Ayo Soap,3,40,120,,120
10/5/2074,SI5425,Khursani ko dhulo 100 gm,1,35,35,,35
10/5/2074,SI5425,Bhuja Big,1,45,45,,45
10/5/2074,SI5425,Wai wai quick,4,18,72,,72
10/5/2074,SI5425,Mcv Marie 250gm,1,60,60,,60
10/5/2074,SI5426,Cutting misree 200gm,1,25,25,,25
10/5/2074,SI5426,Tokla gold 200 gm box,1,78,78,,78
10/5/2074,SI5426,HND Jeera pouder 200 gm,1,105,105,,105
10/5/2074,SI5426,Nariwol pc,1,60,60,,60
10/5/2074,SI5427,Astaberry papaya sunscreen spf45 110ml,1,265,265,,265
10/5/2074,SI5427,Newlook cleasing milk extra creamy 120ml,1,115,115,,115
10/5/2074,SI5428,Top Herbs 200gm,2,65,130,,130
10/5/2074,SI5429,Jumbo bread,1,70,70,,70
10/5/2074,SI5430,Garnier natural black 1 18gm,1,118,118,,118
10/5/2074,SI5430,Butter scotch500ml,1,145,145,,145
10/5/2074,SI5431,No 1 soap aloe vera & white lily 75g,6,18,108,,108
10/5/2074,SI5431,Britania Bourbn cream biscuits 200gm,1,80,80,,80
10/5/2074,SI5431,Britania Treat chico152gm,2,60,120,,120
10/5/2074,SI5431,Harpic Bathroom Cleaner Floral 500ml,2,115,230,,230
10/5/2074,SI5431,Oreo choco cream 150gm,1,70,70,,70
10/5/2074,SI5431,Colgate Strong teeth 300gm,1,200,200,,200
10/5/2074,SI5431,Dettol original 185ml,2,70,140,,140
10/5/2074,SI5431,Oreo sandwich vanilla 137gm,1,105,105,,105
10/5/2074,SI5431,Maggie Noodles 280gm,1,110,110,,110
10/5/2074,SI5431,Veet sensitive cream 100g,1,280,280,,280
10/5/2074,SI5431,Nanglo puff,2,70,140,,140
10/5/2074,SI5431,Good day choco chips 150gm,1,80,80,,80
10/5/2074,SI5431,Taichin 1kg,1,120,120,,120
10/5/2074,SI5431,Mayuri suji 400 g,1,37,37,,37
10/5/2074,SI5431,Dhara health sunflower 1lt,2,195,390,,390
10/5/2074,SI5431,Cabuli chana sano  1kg,1,215,215,,215
10/5/2074,SI5431,Chana thulo 1 kg,1,175,175,,175
10/5/2074,SI5431,Moth mung  1kg,1,195,195,,195
10/5/2074,SI5431,Rajma chirke(500gm),1,83,83,,83
10/5/2074,SI5431,Dabur Red 175gm,1,95,95,,95
10/5/2074,SI5431,Wai wai quick,12,18,216,,216
10/5/2074,SI5431,Tar jali 50 grms,2,35,70,,70
10/5/2074,SI5431,Real mango 200ml,2,25,50,,50
10/5/2074,SI5431,Nice time 150gm,1,50,50,,50
10/5/2074,SI5431,All in one 200g,1,100,100,,100
10/5/2074,SI5431,50-50 sweett salty 150gm,1,40,40,,40
10/5/2074,SI5431,Dettol original 75 g 4 pis set,2,130,260,,260
10/5/2074,SI5431,Vimbar(95gm),12,8,96,,96
10/5/2074,SI5431,Robin liquid blue 150ml,1,50,50,,50
10/5/2074,SI5431,Rin shakti wheel 3 kg,1,400,400,,400
10/5/2074,SI5431,Sugar 1 kg,5,84,420,,420
10/5/2074,SI5431,Milk Bikis cream 200g,1,45,45,,45
10/5/2074,SI5431,Horlicks 150gm,1,48,48,,48
10/5/2074,SI5432,Cerekac wheat apple 1,1,307,307,,307
10/5/2074,SI5433,Royal stag 180ml,1,270,270,,270
10/5/2074,SI5434,BMC Meat masala 100gm,1,80,80,,80
10/5/2074,SI5435,Cococola 2.25ltr,1,180,180,,180
10/5/2074,SI5435,Sprite 1 ltr,1,100,100,,100
10/5/2074,SI5436,5 Star 14g,6,10,60,,60
10/5/2074,SI5436,Gyan Chakki aata 5 kg,1,200,200,,200
10/5/2074,SI5437,Original horlicks 500g box,1,325,325,,325
10/5/2074,SI5437,Lite horlicks500g,1,445,445,,445
10/5/2074,SI5438,Bailley Drinking water 1ltr,1,30,30,,30
10/5/2074,SI5439,Real burrst guava 1 ltr,1,170,170,,170
10/5/2074,SI5440,Good day choco chips 150gm,1,80,80,,80
10/5/2074,SI5440,Signature rare whiskey 180ml,1,335,335,,335
10/5/2074,SI5440,Chocopie 6 packs,1,105,105,,105
10/5/2074,SI5440,Milk Bikis cream 200g,1,45,45,,45
10/5/2074,SI5440,Sparsha chocolate cookies 150gm,1,50,50,,50
10/5/2074,SI5440,Nice time 150gm,1,50,50,,50
10/5/2074,SI5440,Digestive  britania 210gm,1,90,90,,90
10/5/2074,SI5441,Sugar free craker 300gm,2,50,100,,100
10/5/2074,SI5442,Rahar ko nonpolish(1kg),1,230,230,,230
10/5/2074,SI5442,Mixed masala 100gr,1,40,40,,40
10/5/2074,SI5442,Taichin Rice 1 kg,1,105,105,,105
10/5/2074,SI5442,Druk soya sauce 200g,1,50,50,,50
10/5/2074,SI5442,Nariwol pc,1,60,60,,60
10/5/2074,SI5442,Kismiss yellow 100gm,1,32,32,,32
10/5/2074,SI5443,Amrit sunflower oil 1 lltr,2,135,270,,270
10/5/2074,SI5443,Chana thulo 1 kg,1,175,175,,175
10/5/2074,SI5444,Pearl sona 30kg,3,1450,4350,,4350
10/5/2074,SI5444,Sugar 1 kg,1,98,98,,98
10/5/2074,SI5445,Dairy milk 120gm,1,165,165,,165
10/5/2074,SI5446,Nebico digestive sugarfree 220gm,1,100,100,,100
10/5/2074,SI5446,Dettol re-enerzize 185gm,1,73,73,,73
10/5/2074,SI5446,Head & shoulders anti hairfall 70ml,1,75,75,,75
10/5/2074,SI5446,Lifebuoy care 85gm,2,22,44,,44
10/5/2074,SI5447,Hnd jeera powder 100gm,1,55,55,,55
10/5/2074,SI5447,Hnd mix masala 50gm,1,22,22,,22
10/5/2074,SI5447,Anoop sattu 500gm,1,150,150,,150
10/5/2074,SI5447,druk mango pickle 200g,1,40,40,,40
10/5/2074,SI5448,Rin Washing Power 500g,1,56,56,,56
11/5/2074,SI5449,R.vodka 180ml,2,290,580,,580
11/5/2074,SI5450,Dove intense therapy700ml,1,500,500,,500
11/5/2074,SI5451,Dove intense therapy700ml,1,500,500,,500
11/5/2074,SI5452,look nipple,1,40,40,,40
11/5/2074,SI5452,Sunbeam Sunflower oil 5ltr,2,1490,2980,,2980
11/5/2074,SI5452,Sprite 2.25ltr,2,180,360,,360
11/5/2074,SI5452,Hazella vanille  400gm,1,265,265,,265
11/5/2074,SI5452,PassPass Meetha masala 115gm,1,105,105,,105
11/5/2074,SI5452,Khurpani 100gm,2,90,180,,180
11/5/2074,SI5452,DDC paneer 200gm,2,115,230,,230
11/5/2074,SI5452,Custard pie large 253g,1,465,465,,465
11/5/2074,SI5452,Salt 1KG,3,20,60,,60
11/5/2074,SI5452,Dhara pure mustard oil 1 ltr,1,205,205,,205
11/5/2074,SI5453,Taichin 1kg,1,120,120,,120
11/5/2074,SI5453,Sarsiu 200gm,2,45,90,,90
11/5/2074,SI5453,kinder joy for girls,3,70,210,,210
11/5/2074,SI5453,Fruttino,2,35,70,,70
11/5/2074,SI5453,Khursani ko dhulo 100 gm,1,35,35,,35
11/5/2074,SI5453,Dettol hand wash sensitive  900ml,1,280,280,,280
11/5/2074,SI5453,Pril perfect 100gm,3,16,48,,48
11/5/2074,SI5453,look nipple,1,40,40,,40
11/5/2074,SI5453,Britania top 200 gm,2,50,100,,100
11/5/2074,SI5453,Egg 15,2,190,380,,380
11/5/2074,SI5453,BRT Wheat Rusks 235 g,2,80,160,,160
11/5/2074,SI5453,Nebiko coconut 250 gm,2,50,100,,100
11/5/2074,SI5453,Britania Bourbn cream biscuits 200gm,1,80,80,,80
11/5/2074,SI5453,Bikano matar masala 200gm,1,90,90,,90
11/5/2074,SI5453,Britania Treat chico152gm,1,60,60,,60
11/5/2074,SI5453,Real guava juice 1 ltr,1,210,210,,210
11/5/2074,SI5453,Cabuli chana sano  1kg,1,215,215,,215
11/5/2074,SI5453,Tokla box 500 gm,1,185,185,,185
11/5/2074,SI5453,Mr white lemon blue 3.25kg,1,840,840,,840
11/5/2074,SI5453,Harpik flushmatic aquamarine 50 mg,1,82,82,,82
11/5/2074,SI5453,Fruttino orange,1,35,35,,35
11/5/2074,SI5453,Gagan golo 218 gm,3,40,120,,120
11/5/2074,SI5453,Chocs duet 375gm,1,315,315,,315
11/5/2074,SI5453,Hojmola pudina bottle,1,42,42,,42
11/5/2074,SI5453,Puffino Regular grand 160gm,2,50,100,,100
11/5/2074,SI5453,Mung daal 1kg,1,180,180,,180
11/5/2074,SI5453,Musuro indian 1kg,2,140,280,,280
11/5/2074,SI5453,Parle hide n seek Fab vanilla 112gm,1,50,50,,50
11/5/2074,SI5453,Nebico Gulcose 240gm,1,35,35,,35
11/5/2074,SI5453,Tiger Orange creemz 50g,1,10,10,,10
11/5/2074,SI5453,Health cream cracker,1,240,240,,240
11/5/2074,SI5454,Mung daal 1kg,1,180,180,,180
11/5/2074,SI5455,Mung daal 1/2 kg,1,90,90,,90
11/5/2074,SI5455,Sugar 1 kg,20,84,1680,,1680
11/5/2074,SI5456,Nutrela soya mini chunks 200 gm,1,64,64,,64
11/5/2074,SI5456,Soft touch 1 pc,1,75,75,,75
11/5/2074,SI5456,Sunflow oil 1ltr,1,150,150,,150
11/5/2074,SI5457,Kaju 100g,1,170,170,,170
11/5/2074,SI5457,Kismiss green 100gm,1,60,60,,60
11/5/2074,SI5457,Bansi aata 5 kg,1,200,200,,200
11/5/2074,SI5457,Dabur honey 500gm,1,325,325,,325
11/5/2074,SI5457,Birthday balloons 2,1,80,80,,80
11/5/2074,SI5458,Sofy Pad,1,55,55,,55
11/5/2074,SI5458,Cook soyabean oil 1 ltr,1,120,120,,120
11/5/2074,SI5458,Baby bag 4806,1,275,275,,275
11/5/2074,SI5458,Mix dal 1 kg ( gosaikunda),1,155,155,,155
11/5/2074,SI5459,Garnier black natural 2.0 original black 90ml,1,255,255,,255
11/5/2074,SI5460,Nescafe Classic 25gm,1,120,120,,120
11/5/2074,SI5460,Aaj Specialli medium masala papad 200gm,2,90,180,,180
11/5/2074,SI5460,Tiger 1 kg chowmin,3,130,390,,390
11/5/2074,SI5460,Real Active orange juice 1.tr,1,220,220,,220
11/5/2074,SI5461,Excellant paau,2,30,60,,60
11/5/2074,SI5461,Happydent white,2,20,40,,40
11/5/2074,SI5462,Fortune maida 2 kg,2,110,220,,220
11/5/2074,SI5463,Plastic khanne kachoura,1,75,75,,75
11/5/2074,SI5463,DDC paneer 200gm,2,115,230,,230
11/5/2074,SI5463,Kitchen king 50gr,1,68,68,,68
11/5/2074,SI5463,Desi badam 200gm,1,300,300,,300
11/5/2074,SI5463,Sukmel 50g,1,95,95,,95
11/5/2074,SI5463,Kismiss Green 200gm,1,120,120,,120
11/5/2074,SI5463,Dew 2.25 ltr,3,180,540,,540
11/5/2074,SI5463,Dahi 1000ml,2,120,240,,240
11/5/2074,SI5463,Meizan S/F 2 ltr,1,600,600,,600
11/5/2074,SI5463,ARiel 2kg,1,590,590,,590
11/5/2074,SI5463,Bikano punjabi papad 200gm,1,85,85,,85
11/5/2074,SI5463,Chocolate 100 ml,4,40,160,,160
11/5/2074,SI5463,Sita ram 1ltr,1,770,770,,770
11/5/2074,SI5463,Lwang 50g,1,100,100,,100
11/5/2074,SI5463,Kaju 500gm,1,825,825,,825
11/5/2074,SI5464,Lal Quilla 5 kg,1,1800,1800,,1800
11/5/2074,SI5465,Mung ko khosta1kg,1,180,180,,180
11/5/2074,SI5465,Family Tori 1 ltr,2,135,270,,270
11/5/2074,SI5465,Musuro indian 1kg,1,140,140,,140
11/5/2074,SI5466,Mixed veg.soup,1,70,70,,70
11/5/2074,SI5466,Bambino mushroom soup,1,70,70,,70
11/5/2074,SI5467,Parle rusk 200g,1,65,65,,65
11/5/2074,SI5467,Fry kaju 100g,1,150,150,,150
11/5/2074,SI5467,Bag 2 kg,1,5,5,,5
11/5/2074,SI5467,Bikanari bhujiya 400gm,1,165,165,,165
11/5/2074,SI5467,Kaju cookies,1,65,65,,65
11/5/2074,SI5467,Horlicks 150gm,1,48,48,,48
11/5/2074,SI5467,Desi badam 100gm,1,150,150,,150
11/5/2074,SI5468,Gillett presto,2,32,64,,64
11/5/2074,SI5468,Druk tomato chilli 200 gm,1,65,65,,65
11/5/2074,SI5468,Garnier black naturals 2.0 original black 40gm,1,62,62,,62
11/5/2074,SI5468,Kaju 500gm,1,825,825,,825
11/5/2074,SI5469,Sprite 2.25ltr,2,180,360,,360
11/5/2074,SI5469,Tang Mango 225gramm,1,145,145,,145
11/5/2074,SI5469,Bag 10kg,1,10,10,,10
11/5/2074,SI5470,Vermicello plane sewai180gm,4,38,152,,152
11/5/2074,SI5470,DDC kanchan cheese  200gm,1,145,145,,145
11/5/2074,SI5471,Puffino Regular grand 160gm,2,50,100,,100
11/5/2074,SI5471,Mc dowells no.1 (375ml),1,530,530,,530
11/5/2074,SI5472,Buff sauces 500g,1,360,360,,360
11/5/2074,SI5473,Blue Cow 390gm,1,100,100,,100
11/5/2074,SI5473,Sachha moti Sabudana 500 gm,1,105,105,,105
11/5/2074,SI5474,Aqua Jar,1,65,65,,65
11/5/2074,SI5475,Streax honey bl;onde 7.3,1,205,205,,205
11/5/2074,SI5475,Virgin 180 ml,1,135,135,,135
11/5/2074,SI5475,Ponds age miracle night cream 50gm,1,720,720,,720
11/5/2074,SI5475,Streax 6.1 cinamon red  50ml,1,185,185,,185
11/5/2074,SI5476,Pineapple 200gm,1,30,30,,30
11/5/2074,SI5476,Real  pineapple 200 ml,1,28,28,,28
11/5/2074,SI5476,kwiks cheese b 25gm,1,20,20,,20
11/5/2074,SI5477,Fish pickle,1,45,45,,45
11/5/2074,SI5477,Real mango 200ml,2,25,50,,50
11/5/2074,SI5478,kwiks cheese balls,1,30,30,,30
11/5/2074,SI5478,laystomato,1,40,40,,40
11/5/2074,SI5478,KitKat chunky 40gm,1,80,80,,80
11/5/2074,SI5478,Pran litchi juice 170ml,2,20,40,,40
11/5/2074,SI5478,Snickers 32 gm,2,40,80,,80
11/5/2074,SI5478,Kit kat senses dark 37.3g,1,100,100,,100
11/5/2074,SI5479,Somersby Apple Cider 250ml,1,100,100,,100
11/5/2074,SI5479,Khursani ko dhulo 100 gm,1,35,35,,35
11/5/2074,SI5479,Bag 2 kg,1,5,5,,5
11/5/2074,SI5479,Colgate Max fresh 150gm,1,90,90,,90
11/5/2074,SI5479,Sofy Pad,1,55,55,,55
11/5/2074,SI5479,Aloo bhujia 200g,1,90,90,,90
11/5/2074,SI5479,Tarai taichin 1kg,1,70,70,,70
11/5/2074,SI5479,Kwati 1kg,1,130,130,,130
11/5/2074,SI5479,Gagan golo 218 gm,2,40,80,,80
11/5/2074,SI5479,Gillette Mach 3 (R+1),1,200,200,,200
11/5/2074,SI5480,Dairy milk 34g,2,50,100,,100
11/5/2074,SI5480,Kalash peanut 400gm,1,120,120,,120
11/5/2074,SI5480,Mushroom 200gm,1,85,85,,85
11/5/2074,SI5480,Godreh rich creme 20 gm,1,48,48,,48
11/5/2074,SI5481,Furundana,1,160,160,,160
11/5/2074,SI5481,Khapse 200gm,2,70,140,,140
11/5/2074,SI5482,lays66g,2,40,80,,80
11/5/2074,SI5482,kinder joy for boys,1,70,70,,70
11/5/2074,SI5482,Mentos orange,1,20,20,,20
11/5/2074,SI5483,Rara,6,17,102,,102
11/5/2074,SI5483,Wai wai quick,6,18,108,,108
11/5/2074,SI5484,Sita ram ghee 1/2ltr,1,385,385,,385
11/5/2074,SI5484,Himalya lip balm,2,48,96,,96
11/5/2074,SI5484,Air wick everfresh rose 50gm,1,104,104,,104
11/5/2074,SI5484,Fair n Handsome oil control 50gm,1,175,175,,175
11/5/2074,SI5484,clinic plus 340ml,1,205,205,,205
11/5/2074,SI5484,Gyan chakki 2kg,1,105,105,,105
11/5/2074,SI5484,Bag 10kg,1,10,10,,10
11/5/2074,SI5485,Good day butter 250gm,1,75,75,,75
11/5/2074,SI5485,Jabsons Rasmalai 1kg,1,440,440,,440
11/5/2074,SI5486,Sprite 330 ml can,1,65,65,,65
11/5/2074,SI5486,Maaza Mango juice 600ml,1,75,75,,75
11/5/2074,SI5486,Pantene silky smooth care 340ml,1,245,245,,245
11/5/2074,SI5486,Surya Lights 20,2,180,360,,360
11/5/2074,SI5487,Somersby Apple Cider 250ml,5,100,500,,500
11/5/2074,SI5487,Surya 24 carat 20 red,1,90,90,,90
11/5/2074,SI5488,Shreetara soup,1,55,55,,55
11/5/2074,SI5488,Bambino sweet veg soup,1,70,70,,70
11/5/2074,SI5488,Bambino mushroom soup,1,70,70,,70
11/5/2074,SI5488,Baygon all out 425ml,1,224,224,,224
11/5/2074,SI5489,Kismiss Green 200gm,1,120,120,,120
11/5/2074,SI5489,Kaju 500gm,1,825,825,,825
11/5/2074,SI5490,Nivia fresh active 150 ml,1,255,255,,255
11/5/2074,SI5490,Gillett presto,1,32,32,,32
11/5/2074,SI5491,White lemon clear 1000 ml,1,90,90,,90
11/5/2074,SI5491,Victory chillie powder 500gm,1,210,210,,210
11/5/2074,SI5491,Hit spray black 700 ml,1,80,80,,80
11/5/2074,SI5491,Excellant paau,3,30,90,,90
11/5/2074,SI5492,Rara,2,17,34,,34
11/5/2074,SI5492,Jovan white musk for men 150 ml,1,230,230,,230
11/5/2074,SI5492,Kitkat 18gm,2,30,60,,60
11/5/2074,SI5492,Milkybar 12g,2,10,20,,20
11/5/2074,SI5492,TRESemme keratin smooth 739ml,1,690,690,,690
11/5/2074,SI5493,Jabsons Gulab jam ras 1000 gm,1,415,415,,415
11/5/2074,SI5493,Jabsons Rasmalai 1kg,1,440,440,,440
11/5/2074,SI5494,kinder joy for girls,1,70,70,,70
11/5/2074,SI5494,Sugar 1 kg,1,84,84,,84
11/5/2074,SI5494,Dairy milk 13gm,1,20,20,,20
11/5/2074,SI5494,Corn flakes 400 gm,1,95,95,,95
